Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1999,1,2,Donovan McNabb,QB,2011,0,6,11,107,167,3170,5374,37276,234,117,616,3459,29,5,-7,0,,,Syracuse
1999,2,35,Barry Gardner,LB,2005,0,0,1,17,110,,,,,,,,,,,,1,2.0,Northwestern
1999,3,64,Doug Brzezinski,G,2004,0,0,1,11,73,,,,,,,,,,,,,,Boston Col.
1999,4,97,John Welbourn,G,2007,0,0,7,32,103,,,,,,,,,,,,,,California
1999,4,128,Damon Moore,DB,2002,0,0,2,17,54,,,,,,,,,,,,6,1.0,Ohio St.
1999,4,130,Na Brown,WR,2001,0,0,0,4,42,,,,,,,,,34,363,2,,,North Carolina
1999,6,172,Cecil Martin,FB,2003,0,0,3,10,61,,,,,,26,103,0,81,491,2,,,Wisconsin
1999,6,201,Troy Smith,WR,1999,0,0,0,0,1,,,,,,,,,1,14,0,,,East Carolina
1999,7,208,Jed Weaver,TE,2004,0,0,2,18,90,,,,,,,,,88,1090,6,,,Oregon
1999,7,251,Pernell Davis,DT,1999,0,0,0,0,2,,,,,,,,,,,,,,Ala-Birmingham
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1998,1,11,Tra Thomas,T,2009,0,3,11,67,174,,,,,,,,,,,,,,Florida St.
1998,3,72,Jeremiah Trotter,LB,2009,1,4,9,74,147,,,,,,,,,,,,9,12.5,S.F. Austin
1998,3,85,Allen Rossum,DB,2009,0,1,0,22,157,,,,,,3,17,1,1,4,0,2,2.0,Notre Dame
1998,4,112,Brandon Whiting,DE,2004,0,0,4,34,93,,,,,,,,,,,,1,16.5,California
1998,4,116,Clarence Love,DB,2003,0,0,0,2,31,,,,,,,,,,,,,,Toledo
1998,5,142,Ike Reese,LB,2006,0,1,0,14,144,,,,,,,,,,,,2,6.5,Michigan St.
1998,7,220,Chris Akins,DT,,0,0,0,,,,,,,,,,,,,,,,Texas
1998,7,240,Melvin Thomas,G,,0,0,0,,,,,,,,,,,,,,,,Colorado
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1997,1,25,Jon Harris,DE,1998,0,0,0,5,24,,,,,,,,,,,,,2.0,Virginia
1997,2,57,James Darling,LB,2006,0,0,4,29,139,,,,,,,,,,,,6,7.5,Washington St.
1997,3,71,Duce Staley,RB,2006,0,0,4,52,114,0,0,0,0,0,1430,5785,24,287,2587,10,,,South Carolina
1997,4,119,Damien Robinson,DB,2003,0,0,4,28,83,,,,,,,,,2,53,0,13,0.5,Iowa
1997,5,152,N.D. Kalu,DE,2008,0,0,2,23,136,,,,,,,,,,,,1,31.0,Rice
1997,5,155,Luther Broughton,TE,2001,0,0,0,8,62,,,,,,,,,46,563,5,,,Furman
