Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2005,1,24,Aaron Rodgers,QB,2012,1,3,5,82,85,1752,2665,21661,171,46,303,1442,18,1,-1,0,,,California
2005,2,51,Nick Collins,DB,2011,0,3,6,45,95,,,,,,,,,,,,21,1.0,Bethune-Cookman
2005,2,58,Terrence Murphy,WR,2005,0,0,0,0,3,,,,,,,,,5,36,0,,,Texas A&M
2005,4,115,Marviel Underwood,DB,2005,0,0,0,1,16,,,,,,,,,,,,,,San Diego St.
2005,4,125,Brady Poppinga,LB,2012,0,0,4,26,100,,,,,,,,,,,,2,5.0,BYU
2005,5,143,Junius Coston,G,2007,0,0,0,4,16,,,,,,,,,,,,,,North Carolina A&T
2005,5,167,Michael Hawkins,DB,2006,0,0,0,1,18,,,,,,,,,,,,,,Oklahoma
2005,6,180,Mike Montgomery,DT,2010,0,0,1,8,58,,,,,,,,,,,,,5.0,Texas A&M
2005,6,195,Craig Bragg,WR,,0,0,0,,,,,,,,,,,,,,,,UCLA
2005,7,245,Kurt Campbell,DB,,0,0,0,,,,,,,,,,,,,,,,Albany (NY)
2005,7,246,Will Whitticker,G,2005,0,0,1,5,15,,,,,,,,,,,,,,Michigan St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2004,1,25,Ahmad Carroll,DB,2009,0,0,2,14,57,,,,,,,,,,,,3,3.0,Arkansas
2004,3,70,Joey Thomas,DB,2008,0,0,0,4,31,,,,,,,,,,,,,,Montana St.
2004,3,72,Donnell Washington,DT,,0,0,0,,,,,,,,,,,,,,,,Clemson
2004,3,87,B.J. Sander,P,2005,0,0,1,0,14,1,1,4,0,0,1,-11,0,,,,,,Ohio St.
2004,6,179,Corey Williams,DT,2012,0,0,5,34,125,,,,,,,,,,,,2,27.5,Arkansas St.
2004,7,251,Scott Wells,G,2012,0,1,7,45,118,,,,,,,,,,,,,,Tennessee
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2003,1,29,Nick Barnett,LB,2012,0,0,9,61,139,,,,,,,,,,,,12,20.5,Oregon St.
2003,3,79,Kenny Peterson,DT,2009,0,0,1,11,76,,,,,,,,,,,,,8.0,Ohio St.
2003,5,147,James Lee,DT,2004,0,0,0,1,9,,,,,,,,,,,,,1.0,Oregon St.
2003,5,166,Hunter Hillenmeyer,LB,2010,0,0,5,34,101,,,,,,,,,,,,2,7.0,Vanderbilt
2003,6,212,Brennan Curtin,T,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
2003,7,245,Chris Johnson,DB,2012,0,0,1,15,77,,,,,,,,,,,,8,,Louisville
2003,7,253,DeAndrew Rubin,WR,,0,0,0,,,,,,,,,,,,,,,,South Florida
2003,7,256,Carl Ford,WR,2005,0,0,0,0,10,,,,,,,,,,,,,,Toledo
2003,7,257,Steve Josue,LB,2004,0,0,0,0,4,,,,,,,,,,,,,,Carson-Newman
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2002,1,20,Javon Walker,WR,2009,0,1,3,39,83,,,,,,14,132,1,267,4011,31,,,Florida St.
2002,3,92,Marques Anderson,DB,2005,0,0,2,13,54,,,,,,,,,,,,6,,UCLA
2002,4,135,Najeh Davenport,RB,2008,0,0,0,19,73,,,,,,394,1819,13,54,538,3,,,Miami (FL)
2002,5,156,Aaron Kampman,DE,2011,0,2,7,57,123,,,,,,,,,,,,,58.0,Iowa
2002,5,164,Craig Nall,QB,2007,0,0,0,1,7,30,48,402,5,0,10,11,0,,,,,,
2002,6,200,Mike Houghton,G,2002,0,0,0,0,1,,,,,,,,,,,,,,San Diego St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2001,1,10,Jamal Reynolds,DE,2003,0,0,0,2,18,,,,,,,,,,,,,3.0,Florida St.
2001,2,41,Robert Ferguson,WR,2008,0,0,3,16,83,,,,,,1,-8,0,151,1993,13,,,Texas A&M
2001,3,71,Bhawoh Jue,DB,2007,0,0,1,14,76,,,,,,,,,,,,6,1.5,Penn St.
2001,3,72,Torrance Marshall,LB,2004,0,0,0,6,51,,,,,,,,,,,,,1.0,Oklahoma
2001,4,105,Bill Ferrario,G,2002,0,0,0,1,16,,,,,,,,,,,,,,Wisconsin
2001,6,198,David Martin,TE,2011,0,0,4,21,120,,,,,,,,,159,1562,15,,,Tennessee
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2000,1,14,Bubba Franks,TE,2008,0,3,6,32,122,1,1,31,1,0,,,,262,2347,32,,,Miami (FL)
2000,2,44,Chad Clifton,T,2011,0,2,10,68,165,,,,,,,,,,,,,,Tennessee
2000,3,74,Steve Warren,DT,2002,0,0,0,2,25,,,,,,,,,,,,,1.0,Nebraska
2000,4,98,Na'il Diggs,LB,2011,0,0,10,56,170,,,,,,,,,,,,5,11.5,Ohio St.
2000,4,114,Anthony Lucas,WR,,0,0,0,,,,,,,,,,,,,,,,Arkansas
2000,4,126,Gary Berry,DB,2000,0,0,0,0,4,,,,,,,,,,,,,,Ohio St.
