Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2007,1,12,Marshawn Lynch,RB,2012,1,3,5,50,88,1,3,8,1,0,1452,6132,46,166,1216,3,,,California
2007,2,34,Paul Posluszny,LB,2012,0,0,5,37,77,,,,,,,,,,,,9,7.0,Penn St.
2007,3,92,Trent Edwards,QB,2012,0,0,2,19,38,563,929,6033,26,30,78,330,3,,,,,,Stanford
2007,4,111,Dwayne Wright,RB,2007,0,0,0,1,14,,,,,,29,94,0,3,17,0,,,Fresno St.
2007,6,184,John Wendling,DB,2012,0,0,0,6,94,,,,,,,,,,,,1,,Wyoming
2007,7,222,Derek Schouman,TE,2010,0,0,1,4,24,,,,,,,,,27,275,1,,,Boise St.
2007,7,239,C.J. Ah You,DE,2011,0,0,0,4,33,,,,,,,,,,,,,6.0,Oklahoma
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2006,1,8,Donte Whitner,DB,2012,0,1,6,35,100,,,,,,,,,,,,8,1.5,Ohio St.
2006,1,26,John McCargo,DT,2011,0,0,0,3,44,,,,,,,,,,,,,2.5,North Carolina St.
2006,3,70,Ashton Youboty,DB,2011,0,0,0,8,49,,,,,,,,,,,,2,2.0,Ohio St.
2006,4,105,Ko Simpson,DB,2009,0,0,2,14,41,,,,,,,,,,,,3,1.0,South Carolina
2006,5,134,Kyle Williams,DT,2012,0,1,6,42,99,,,,,,,,,,,,,18.5,LSU
2006,5,143,Brad Butler,T,2009,0,0,2,13,33,,,,,,,,,,,,,,Virginia
2006,6,178,Keith Ellison,LB,2010,0,0,3,19,58,,,,,,1,6,0,,,,2,2.0,Oregon St.
2006,7,216,Terrance Pennington,T,2007,0,0,1,4,16,,,,,,,,,,,,,,New Mexico
2006,7,248,Aaron Merz,G,2006,0,0,0,1,7,,,,,,,,,,,,,,California
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2005,2,55,Roscoe Parrish,WR,2012,0,0,0,14,90,1,1,3,0,0,14,71,1,134,1502,7,,,Miami (FL)
2005,3,86,Kevin Everett,TE,2007,0,0,0,1,17,,,,,,,,,2,4,0,,,Miami (FL)
2005,4,122,Duke Preston,C,2008,0,0,1,9,59,,,,,,,,,,,,,,Illinois
2005,5,156,Eric King,DB,2010,0,0,0,4,63,,,,,,,,,,,,,,Wake Forest
2005,6,197,Justin Geisinger,G,2008,0,0,0,0,6,,,,,,,,,,,,,,Vanderbilt
2005,7,236,Lionel Gates,RB,2007,0,0,0,0,1,,,,,,,,,,,,,,Louisville
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2004,1,13,Lee Evans,WR,2011,0,0,7,49,118,0,1,0,0,0,10,145,0,381,6008,43,,,Wisconsin
2004,1,22,J.P. Losman,QB,2011,0,0,1,19,45,564,952,6271,33,34,105,490,3,,,,,,Tulane
2004,3,74,Tim Anderson,DT,2007,0,0,1,8,43,,,,,,,,,,,,,1.0,Ohio St.
2004,4,109,Tim Euhus,TE,2007,0,0,0,4,34,,,,,,,,,14,115,2,,,Oregon St.
2004,7,207,Dylan McFarland,T,2005,0,0,0,0,3,,,,,,,,,,,,,,Montana
2004,7,214,Jonathan Smith,WR,2006,0,0,0,2,18,,,,,,3,12,0,8,77,1,,,Georgia Tech
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2003,1,23,Willis McGahee,RB,2012,0,2,7,54,130,,,,,,1957,8097,63,202,1319,5,,,Miami (FL)
2003,2,48,Chris Kelsay,DE,2012,0,0,8,49,147,,,,,,,,,,,,3,32.5,Nebraska
2003,3,94,Angelo Crowell,LB,2007,0,0,3,19,65,,,,,,,,,,,,5,7.0,Virginia
2003,4,111,Terrence McGee,DB,2012,0,1,6,51,122,,,,,,,,,,,,17,3.0,
2003,4,127,Sam Aiken,WR,2010,0,0,0,7,95,,,,,,,,,48,684,2,,,North Carolina
2003,5,151,Ben Sobieski,T,2003,0,0,0,0,1,,,,,,,,,,,,,,Iowa
2003,6,187,Lauvale Sape,DT,2005,0,0,0,1,11,,,,,,,,,,,,,,Utah
2003,7,228,Mario Haggan,LB,2012,0,0,2,20,132,,,,,,,,,,,,1,9.0,Mississippi St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2002,1,4,Mike D. Williams,T,2009,0,0,4,22,59,,,,,,,,,,,,,,Texas
2002,2,36,Josh Reed,WR,2009,0,0,3,28,115,,,,,,14,57,0,311,3575,10,,,LSU
2002,2,61,Ryan Denney,DE,2010,0,0,2,24,113,,,,,,,,,2,44,2,,23.5,BYU
2002,3,97,Coy Wire,DB,2010,0,0,1,15,127,,,,,,,,,,,,,5.0,Stanford
2002,5,139,Justin Bannan,DT,2012,0,0,4,36,160,,,,,,,,,,,,1,6.5,Colorado
2002,6,176,Kevin Thomas,DB,2004,0,0,0,5,38,,,,,,,,,1,24,0,1,1.5,UNLV
2002,7,215,Mike Pucillo,G,2007,0,0,1,8,47,,,,,,,,,,,,,,Auburn
2002,7,249,Rodney Wright,WR,,0,0,0,,,,,,,,,,,,,,,,Fresno St.
2002,7,251,Jarrett Ferguson,RB,,0,0,0,,,,,,,,,,,,,,,,Virginia Tech
2002,7,260,Dominique Stevenson,LB,2004,0,0,0,1,21,,,,,,,,,,,,,,Tennessee
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2001,1,21,Nate Clements,DB,2012,0,1,11,64,178,,,,,,,,,,,,36,4.5,Ohio St.
2001,2,46,Aaron Schobel,DE,2009,0,2,8,62,133,,,,,,,,,,,,3,78.0,TCU
2001,2,58,Travis Henry,RB,2007,0,1,4,41,89,0,1,0,0,1,1488,6086,38,141,951,2,,,Tennessee
2001,3,76,Ron Edwards,DT,2012,0,0,6,37,139,,,,,,,,,,,,,16.5,Texas A&M
2001,3,95,Jonas Jennings,T,2008,0,0,5,28,75,,,,,,,,,,,,,,Georgia
2001,4,110,Brandon Spoon,LB,2001,0,0,1,5,14,,,,,,,,,,,,2,,North Carolina
2001,5,144,Marques Sullivan,G,2003,0,0,1,8,32,,,,,,,,,,,,,,Illinois
2001,6,178,Tony Driver,DB,2002,0,0,0,0,11,,,,,,,,,,,,,,Notre Dame
2001,6,195,Dan O'Leary,TE,2002,0,0,0,0,17,,,,,,,,,,,,,,Notre Dame
2001,6,196,Jimmy Williams,DB,2006,0,0,0,9,80,,,,,,,,,,,,3,1.0,Vanderbilt
2001,7,214,Reggie Germany,WR,2001,0,0,0,1,16,,,,,,,,,12,203,0,,,Ohio St.
2001,7,238,Tyrone Robertson,DT,2001,0,0,0,1,12,,,,,,,,,,,,,2.0,Georgia
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2000,1,26,Erik Flowers,DE,2004,0,0,0,6,58,,,,,,,,,,,,1,5.0,Arizona St.
2000,2,58,Travares Tillman,DB,2007,0,0,1,13,74,,,,,,,,,,,,4,,Georgia Tech
2000,3,89,Corey Moore,LB,2001,0,0,0,2,10,,,,,,,,,,,,,1.0,Virginia Tech
2000,4,121,Avion Black,WR,2002,0,0,0,2,27,,,,,,,,,14,142,0,,,Tennessee St.
2000,5,156,Sammy Morris,RB,2011,0,0,3,28,144,0,0,0,0,0,736,3053,26,166,1258,1,,,Texas Tech
2000,6,194,Leif Larsen,DT,2001,0,0,0,3,16,,,,,,,,,,,,,2.0,Texas-El Paso
2000,7,233,Drew Haddad,WR,2004,0,0,0,0,2,,,,,,,,,1,11,0,,,Buffalo
2000,7,251,DaShon Polk,LB,2006,0,0,1,10,95,,,,,,,,,,,,,4.5,Arizona
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1999,1,23,Antoine Winfield,DB,2012,0,3,12,68,191,,,,,,,,,,,,27,7.5,Ohio St.
1999,2,53,Peerless Price,WR,2007,0,0,6,43,123,1,1,25,0,0,23,173,0,403,5281,31,,,Tennessee
1999,3,86,Shawn Bryson,RB,2006,0,0,1,20,91,,,,,,528,2144,6,185,1383,3,,,Tennessee
1999,4,119,Keith Newman,LB,2006,0,0,6,28,102,,,,,,,,,,,,2,23.0,North Carolina
1999,4,122,Bobby Collins,TE,2001,0,0,0,3,30,,,,,,,,,16,199,2,,,North Alabama
1999,5,156,Jay Foreman,LB,2006,0,0,4,28,84,,,,,,,,,,,,,4.5,Nebraska
1999,6,194,Armon Hatcher,DB,2000,0,0,0,0,4,,,,,,,,,,,,,,Oregon St.
1999,7,230,Sheldon Jackson,TE,2001,0,0,1,5,45,,,,,,,,,10,71,2,,,Nebraska
1999,7,248,Bryce Fisher,DE,2007,0,0,3,27,91,,,,,,,,,,,,,26.5,Air Force
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1998,2,39,Sam Cowart,LB,2005,0,1,6,44,100,,,,,,,,,,,,4,12.5,Florida St.
1998,3,68,Robert Hicks,T,2000,0,0,1,12,37,,,,,,1,-2,0,1,-6,0,,,Mississippi St.
1998,5,131,Jonathan Linton,RB,2000,0,0,1,9,44,,,,,,288,1002,6,33,246,2,,,North Carolina
1998,6,160,Fred Coleman,WR,2002,0,0,0,1,9,,,,,,,,,2,50,0,,,Washington
1998,7,198,Victor Allotey,G,,0,0,0,,,,,,,,,,,,,,,,Indiana
1998,7,238,Kamil Loud,WR,1999,0,0,0,1,12,,,,,,,,,6,66,0,,,Cal Poly-San Luis Obispo
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
