Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,5,159,Gary Walker,DT,2005,0,2,10,64,155,,,,,,,,,,,,,46.5,Auburn
1995,6,174,Hicham El-Mashtoub,C,1996,0,0,0,0,3,,,,,,,,,,,,,,Arizona
1995,7,211,C.J. Richardson,DB,1997,0,0,0,1,15,,,,,,,,,,,,,,Miami (FL)
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1994,1,26,Henry Ford,DT,2003,0,0,5,38,133,,,,,,,,,,,,,24.0,Arkansas
1994,2,60,Jeremy Nunley,DE,1994,0,0,0,1,12,,,,,,,,,,,,,,Alabama
1994,3,101,Malcolm Floyd,WR,1997,0,0,0,2,49,,,,,,,,,26,351,2,,,Fresno St.
1994,4,119,Mike Davis,DB,1995,0,0,0,1,19,,,,,,,,,,,,,,Cincinnati
1994,4,129,Sean Jackson,RB,,0,0,0,,,,,,,,,,,,,,,,Florida St.
1994,5,157,Roderick Lewis,TE,1997,0,0,2,6,45,,,,,,,,,28,221,0,,,Arizona
1994,5,161,Jim Reid,T,1995,0,0,0,0,6,,,,,,,,,,,,,,Virginia
1994,6,187,Lee Gissendaner,WR,,0,0,0,,,,,,,,,,,,,,,,Northwestern
1994,6,194,Barron Wortham,LB,2000,0,0,4,31,108,,,,,,,,,,,,2,3.5,Texas-El Paso
1994,7,220,Lemanski Hall,LB,2002,0,0,1,12,101,,,,,,,,,,,,,4.0,Alabama
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1993,1,13,Brad Hopkins,T,2005,0,2,13,70,194,,,,,,,,,,,,,,Illinois
1993,2,47,Micheal Barrow,LB,2005,0,0,10,61,172,,,,,,,,,,,,2,43.0,Miami (FL)
1993,4,102,Travis Hannah,WR,1995,0,0,0,1,37,,,,,,1,5,0,13,166,0,,,USC
1993,5,131,John Henry Mills,LB,1999,0,1,0,6,100,,,,,,,,,4,34,0,,,Wake Forest
1993,6,158,Chuck Bradley,T,1993,0,0,0,0,1,,,,,,,,,,,,,,Kentucky
1993,7,187,Patrick Robinson,WR,1994,0,0,0,1,30,,,,,,1,6,0,9,77,0,,,Tennessee St.
1993,8,214,Blaine Bishop,DB,2002,0,4,8,56,138,,,,,,,,,,,,5,15.5,Ball St.
