Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2007,5,150,Josh Gattis,DB,2007,0,0,0,0,4,,,,,,,,,,,,,,Wake Forest
2007,5,166,Derek Landri,DT,2012,0,0,1,14,79,,,,,,,,,,,,,8.0,Notre Dame
2007,7,229,John Broussard,WR,2007,0,0,0,2,8,,,,,,,,,4,126,1,,,San Jose St.
2007,7,251,Chad Nkang,LB,2008,0,0,0,1,23,,,,,,,,,,,,,,Elon
2007,7,252,Andrew Carnahan,T,,0,0,0,,,,,,,,,,,,,,,,Arizona St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2006,1,28,Marcedes Lewis,TE,2012,0,1,6,39,109,,,,,,,,,272,3224,21,,,UCLA
2006,2,60,Maurice Jones-Drew,RB,2012,1,3,3,69,99,0,1,0,0,1,1570,7268,63,292,2559,11,,,UCLA
2006,3,80,Clint Ingram,LB,2009,0,0,4,21,56,,,,,,,,,,,,2,5.5,Oklahoma
2006,5,160,Brent Hawkins,DE,2007,0,0,0,3,20,,,,,,,,,,,,,5.5,Illinois St.
2006,7,213,James Wyche,DE,2009,0,0,0,0,3,,,,,,,,,,,,,,Syracuse
2006,7,236,Dee Webb,DB,2006,0,0,0,1,11,,,,,,,,,,,,1,,Florida
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2005,1,21,Matt Jones,WR,2008,0,0,1,22,54,2,3,12,0,0,14,36,0,166,2153,15,,,Arkansas
2005,2,52,Khalif Barnes,T,2012,0,0,5,42,107,,,,,,,,,2,8,1,,,Washington
2005,3,87,Scott Starks,DB,2009,0,0,0,4,54,,,,,,,,,,,,2,,Wisconsin
2005,4,127,Alvin Pearman,RB,2009,0,0,0,5,38,,,,,,58,238,2,36,276,1,,,Virginia
2005,5,157,Gerald Sensabaugh,DB,2012,0,0,5,32,112,,,,,,,,,,,,14,2.0,North Carolina
2005,6,185,Chad Owens,WR,2007,0,0,0,0,6,,,,,,,,,,,,,,Hawaii
2005,6,194,Pat Thomas,LB,2008,0,0,1,6,31,,,,,,,,,,,,,0.5,North Carolina St.
2005,7,237,Chris Roberson,DB,2008,0,0,0,0,7,,,,,,,,,,,,,,East. Michigan
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2004,1,9,Reggie Williams,WR,2008,0,0,3,23,79,,,,,,11,44,0,189,2322,18,,,Washington
2004,2,39,Daryl Smith,LB,2012,0,0,8,53,133,,,,,,,,,,,,6,21.5,Georgia Tech
2004,2,55,Greg Jones,RB,2012,0,0,5,11,117,,,,,,270,911,10,68,437,3,,,Florida St.
2004,3,86,Jorge Cordova,LB,2007,0,0,0,1,17,,,,,,,,,,,,,,Nevada-Reno
2004,4,118,Anthony Maddox,DT,2007,0,0,1,7,35,,,,,,,,,,,,,5.0,Delta St.
2004,4,120,Ernest Wilford,WR,2010,0,0,4,22,87,,,,,,,,,156,2145,15,,,Virginia Tech
2004,5,137,Josh Scobee,K,2012,0,0,7,0,136,,,,,,,,,,,,,,Louisiana Tech
2004,5,150,Chris Thompson,DB,2005,0,0,0,1,12,,,,,,,,,,,,,,Nicholls St.
2004,5,159,Sean Bubin,T,,0,0,0,,,,,,,,,,,,,,,,Illinois
2004,7,249,Bobby McCray,DE,2010,0,0,2,24,94,,,,,,,,,,,,,29.5,Florida
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2003,1,7,Byron Leftwich,QB,2012,0,0,3,33,60,930,1605,10532,58,42,137,415,10,1,-7,0,,,Marshall
2003,2,39,Rashean Mathis,DB,2012,1,1,9,60,137,,,,,,,,,,,,30,1.0,Bethune-Cookman
2003,3,72,Vince Manuwai,G,2010,0,0,7,39,111,,,,,,,,,1,-1,0,,,Hawaii
2003,4,104,George Wrighster,TE,2008,0,0,1,15,67,,,,,,,,,94,850,9,,,Oregon
2003,4,132,LaBrandon Toefield,RB,2007,0,0,0,5,45,1,2,32,0,0,163,572,7,46,277,2,,,LSU
2003,6,176,Brandon Green,DE,2006,0,0,0,5,32,,,,,,,,,,,,,3.5,Rice
2003,6,179,David Young,DB,2003,0,0,0,0,5,,,,,,,,,,,,,,Georgia Southern
2003,6,193,Marques Ogden,T,,0,0,0,,,,,,,,,,,,,,,,Howard
2003,7,218,Malaefou MacKenzie,FB,2003,0,0,0,0,1,,,,,,,,,,,,,,USC
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2002,1,9,John Henderson,DT,2011,0,2,8,64,146,,,,,,,,,,,,,29.0,Tennessee
2002,2,40,Mike Pearson,T,2005,0,0,2,15,40,,,,,,,,,,,,,,Florida
2002,3,89,Akin Ayodele,LB,2010,0,0,8,47,143,,,,,,,,,,,,7,9.5,Purdue
