Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1996,3,92,Jon Witman,RB,2001,0,0,3,3,85,,,,,,37,129,0,39,263,0,,,Penn St.
1996,4,126,Earl Holmes,LB,2005,0,0,9,58,140,,,,,,,,,,,,1,11.5,Florida A&M
1996,4,132,Jahine Arnold,WR,1999,0,0,0,1,13,,,,,,1,-3,0,6,76,0,,,Fresno St.
1996,5,163,Israel Raybon,DE,1997,0,0,0,1,12,,,,,,,,,,,,,1.5,North Alabama
1996,6,200,Orpheus Roye,DT,2008,0,0,8,55,180,,,,,,,,,,,,2,18.5,Florida St.
1996,6,203,Spence Fischer,QB,,0,0,0,,,,,,,,,,,,,,,,Duke
1996,7,242,Carlos Emmons,LB,2006,0,0,8,54,147,,,,,,,,,,,,5,19.0,Arkansas St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1995,1,27,Mark Bruener,TE,2008,0,0,10,26,188,,,,,,,,,152,1333,18,,,Washington
1995,2,60,Kordell Stewart,QB,2005,0,1,6,59,126,1316,2358,14746,77,84,560,2874,38,41,658,5,,,Colorado
1995,3,91,Brenden Stai,G,2002,0,0,6,33,105,,,,,,,,,,,,,,Nebraska
1995,4,120,Oliver Gibson,DT,2003,0,0,4,27,133,,,,,,,,,,,,1,17.5,Notre Dame
1995,4,125,Donta Jones,LB,2000,0,0,0,9,91,,,,,,,,,,,,,4.0,Nebraska
1995,5,151,Lee Flowers,DB,2002,0,0,5,36,112,,,,,,,,,,,,4,12.0,Georgia Tech
1995,5,161,Lance Brown,DB,2001,0,0,1,6,58,,,,,,,,,,,,,1.0,Indiana
1995,6,199,Barron Miles,DB,,0,0,0,,,,,,,,,,,,,,,,Nebraska
1995,7,235,Henry Bailey,WR,1996,0,0,0,0,8,,,,,,1,-4,0,5,65,0,,,UNLV
1995,7,247,Cole Ford,K,1998,0,0,2,0,38,,,,,,,,,,,,,,USC
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1994,1,17,Charles Johnson,WR,2011,0,0,7,38,133,,,,,,11,11,0,354,4606,24,,,Colorado
