Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1992,1,17,Kevin R. Smith,DB,1999,0,0,6,35,103,,,,,,,,,,,,19,,Texas A&M
1992,1,24,Robert Jones,LB,2001,0,0,9,54,151,,,,,,,,,,,,3,8.0,East Carolina
1992,2,36,Jimmy Smith,WR,2005,0,5,10,95,178,,,,,,2,-1,0,862,12287,67,,,Jackson St.
1992,2,37,Darren Woodson,DB,2003,3,5,11,75,178,,,,,,,,,,,,23,11.0,Arizona St.
1992,3,58,Clayton Holmes,DB,1995,0,0,0,5,39,,,,,,,,,,,,1,,Carson-Newman
1992,3,82,James Brown,T,2000,0,0,5,36,114,,,,,,,,,,,,,,Virginia St.
1992,4,109,Tom Myslinski,G,2000,0,0,1,10,60,,,,,,,,,,,,,,Tennessee
1992,5,120,Greg Briggs,DB,1998,0,0,0,3,39,,,,,,,,,,,,,,Texas Southern
1992,5,121,Rod Milstead,G,1999,0,0,2,11,56,,,,,,,,,,,,,,Delaware St.
1992,6,149,Fallon Wacasey,TE,,0,0,0,,,,,,,,,,,,,,,,Tulsa
1992,9,248,Nate Kirtman,DB,,0,0,0,,,,,,,,,,,,,,,,Pomona-Pitzer
1992,9,250,Chris Hall,DB,1993,0,0,0,0,1,,,,,,,,,,,,,,East Carolina
1992,10,275,John Terry,G,,0,0,0,,,,,,,,,,,,,,,,Livingstone
1992,11,302,Tim Daniel,WR,,0,0,0,,,,,,,,,,,,,,,,Florida A&M
1992,12,317,Don Harris,DB,,0,0,0,,,,,,,,,,,,,,,,Texas Tech
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1991,1,1,Russell Maryland,DT,2000,0,1,10,59,154,,,,,,,,,,,,1,24.5,Miami (FL)
1991,1,12,Alvin Harper,WR,1999,0,0,4,36,102,1,1,46,0,0,1,15,0,191,3473,21,1,,Tennessee
1991,1,20,Kelvin Pritchett,DT,2004,0,0,4,34,208,,,,,,,,,,,,1,31.5,Mississippi
1991,2,37,Dixon Edwards,LB,1998,0,0,6,37,120,,,,,,,,,,,,2,7.5,Michigan St.
1991,3,62,Godfrey Myles,LB,1996,0,0,1,10,76,,,,,,,,,,,,2,,Florida
1991,3,64,James Richards,G,,0,0,0,,,,,,,,,,,,,,,,California
1991,3,70,Erik Williams,T,2001,2,4,8,70,146,,,,,,,,,,,,,,
1991,4,97,Curvin Richards,RB,1993,0,0,0,2,12,,,,,,55,181,1,3,8,0,,,Pittsburgh
1991,4,106,Bill Musgrave,QB,1996,0,0,0,1,12,43,69,402,1,2,19,-11,0,,,,,,Oregon
1991,4,108,Tony L. Hill,DE,1992,0,0,0,1,13,,,,,,,,,,,,,,Tenn-Chattanooga
1991,4,110,Kevin Harris,DE,,0,0,0,,,,,,,,,,,,,,,,Texas Southern
1991,5,132,Darrick Brownlow,LB,1996,0,0,1,6,95,,,,,,,,,,,,,,Illinois
1991,6,153,Mike Sullivan,G,1995,0,0,0,4,48,,,,,,,,,,,,,,Miami (FL)
