Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
2000,2,48,Jason Webster,DB,2008,0,0,5,26,90,,,,,,,,,,,,11,0.5,Texas A&M
2000,3,65,Giovanni Carmazzi,QB,,0,0,0,,,,,,,,,,,,,,,,Hofstra
2000,3,86,Jeff Ulbrich,LB,2009,0,0,4,31,120,,,,,,,,,,,,2,5.5,Hawaii
2000,4,108,John Keith,DB,2003,0,0,0,3,23,,,,,,,,,,,,1,1.0,Furman
2000,5,132,Paul Smith,RB,2007,0,0,0,3,79,,,,,,46,210,1,18,182,0,,,Texas-El Paso
2000,5,150,John Milem,DE,2001,0,0,0,1,20,,,,,,,,,,,,,,Lenoir-Rhyne
2000,7,212,Tim Rattay,QB,2007,0,0,1,12,40,432,714,4853,31,23,45,77,0,,,,,,Louisiana Tech
2000,7,230,Brian Jennings,TE,2012,0,1,0,8,194,,,,,,,,,,,,,,Arizona St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1999,1,24,Reggie McGrew,DT,2002,0,0,0,1,24,,,,,,,,,,,,,1.0,Florida
1999,3,89,Chike Okeafor,DE,2009,0,0,7,44,150,,,,,,,,,,,,2,53.0,Purdue
1999,4,99,Anthony E. Parker,DB,2001,0,0,0,1,21,,,,,,,,,,,,,,Weber St.
1999,4,110,Pierson Prioleau,DB,2010,0,0,1,21,160,,,,,,,,,,,,1,6.0,Virginia Tech
1999,5,157,Terry Jackson,FB,2005,0,0,0,11,100,,,,,,70,331,2,51,351,3,,,Florida
1999,5,161,Tyrone Hopson,G,2004,0,0,0,2,23,,,,,,,,,,,,,,East. Kentucky
1999,6,171,Tai Streets,WR,2004,0,0,3,21,78,,,,,,1,0,0,196,2268,14,,,Michigan
1999,7,234,Kory Minor,LB,2002,0,0,0,2,30,,,,,,,,,,,,,,Notre Dame
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1998,1,28,R.W. McQuarters,DB,2008,0,0,4,38,157,,,,,,,,,,,,14,3.0,Oklahoma St.
1998,2,58,Jeremy Newberry,C,2008,0,2,7,42,120,,,,,,,,,,,,,,California
1998,3,89,Chris Ruhman,T,1999,0,0,0,2,11,,,,,,,,,,,,,,Texas A&M
1998,4,119,Lance Schulters,DB,2007,0,1,6,36,121,,,,,,,,,,,,19,7.5,Hofstra
1998,5,151,Phil Ostrowski,G,2000,0,0,0,2,28,,,,,,,,,,,,,,Penn St.
1998,6,180,Fred Beasley,FB,2005,0,1,7,24,114,,,,,,183,610,8,133,1017,5,,,Auburn
1998,7,215,Ryan Thelwell,WR,1998,0,0,0,2,6,,,,,,,,,16,268,1,,,Minnesota
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1997,1,26,Jim Druckenmiller,QB,1998,0,0,0,1,6,21,52,239,1,4,13,-10,0,,,,,,Virginia Tech
1997,2,55,Marc Edwards,FB,2005,0,0,7,25,132,,,,,,124,405,3,167,1301,10,,,Notre Dame
1997,3,77,Greg Clark,TE,2000,0,0,3,14,55,,,,,,,,,92,909,4,,,Stanford
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1996,2,46,Israel Ifeanyi,DE,1996,0,0,0,0,3,,,,,,,,,,,,,,USC
1996,3,89,Terrell Owens,WR,2010,5,6,13,119,219,,,,,,39,251,3,1078,15934,153,,,Tenn-Chattanooga
1996,4,128,Daryl Price,DE,1997,0,0,0,1,18,,,,,,,,,,,,,,Colorado
1996,5,160,Iheanyi Uwaezuoke,WR,2000,0,0,0,6,60,,,,,,,,,29,374,1,,,California
