Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1946,13,119,Joe Tereshinski,DE,1954,0,0,6,23,86,,,,,,,,,43,451,4,1,,Georgia
1946,14,129,Stan Sprague,E,,0,0,0,,,,,,,,,,,,,,,,Illinois
1946,15,139,Harry Adelman,E,,0,0,0,,,,,,,,,,,,,,,,USC
1946,16,149,Bob Butchofsky,B,,0,0,0,,,,,,,,,,,,,,,,Texas A&M
1946,17,159,Mike Prashaw,T,,0,0,0,,,,,,,,,,,,,,,,Michigan
1946,18,169,Ed Robnett,FB,1947,0,0,0,0,4,,,,,,7,18,0,,,,,,Texas Tech
1946,19,179,LaMar Dykstra,B,,0,0,0,,,,,,,,,,,,,,,,Colorado
1946,20,189,Bob Ward,B,,0,0,0,,,,,,,,,,,,,,,,San Jose St.
1946,21,199,John Pehar,T,,0,0,0,,,,,,,,,,,,,,,,USC
1946,22,209,Roger Robinson,B,,0,0,0,,,,,,,,,,,,,,,,Syracuse
1946,23,219,Charley Cadenhead,C,,0,0,0,,,,,,,,,,,,,,,,Mississippi St.
1946,24,229,Bob Rados,G,,0,0,0,,,,,,,,,,,,,,,,Santa Clara
1946,25,239,Charlie Webb,E,,0,0,0,,,,,,,,,,,,,,,,LSU
1946,26,249,Marion Flanagan,B,,0,0,0,,,,,,,,,,,,,,,,Texas A&M
1946,27,259,Roland Phillips,T,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1946,28,269,Jim Hallmark,B,,0,0,0,,,,,,,,,,,,,,,,Texas A&M
1946,29,279,Fay Mills,T,,0,0,0,,,,,,,,,,,,,,,,Alabama
1946,30,289,William (Tex) Ritter,B,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1946,31,294,Sarkis Takesian,B,,0,0,0,,,,,,,,,,,,,,,,California
1946,32,299,Mike Campbell,E,,0,0,0,,,,,,,,,,,,,,,,Mississippi
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1945,1,8,Jim Hardy,QB,1952,0,1,2,15,69,423,912,5690,54,73,52,72,2,,,,1,,USC
1945,3,23,John Adams,T,1949,0,0,3,0,55,,,,,,,,,,,,,,Notre Dame
1945,5,38,George Bujan,C,,0,0,0,,,,,,,,,,,,,,,,Oregon
1945,6,51,John North,E,1950,0,0,2,1,29,,,,,,,,,38,784,5,1,,Vanderbilt
1945,7,61,John Steber,G,1950,0,0,4,6,55,,,,,,,,,,,,,,Vanderbilt
1945,8,71,Art Porter,E,,0,0,0,,,,,,,,,,,,,,,,Tulane
1945,9,84,Curt Kuykendall,B,,0,0,0,,,,,,,,,,,,,,,,Auburn
1945,10,94,Frank Brogger,E,,0,0,0,,,,,,,,,,,,,,,,Michigan St.
1945,11,104,Mack Creger,B,,0,0,0,,,,,,,,,,,,,,,,Northwestern
1945,12,117,Paul McKee,E,1948,0,0,2,0,23,,,,,,,,,30,413,2,,,Syracuse
1945,13,127,Charlie Conerly,QB,1961,0,2,14,74,161,1418,2833,19488,173,167,270,685,10,,,,,,Mississippi
1945,14,137,John Putnik,E,,0,0,0,,,,,,,,,,,,,,,,Utah St.
1945,15,150,Eddie Saenz,HB,1951,0,0,1,2,50,,,,,,190,619,2,84,1327,8,2,,USC
1945,16,160,Dom Fusci,T,,0,0,0,,,,,,,,,,,,,,,,South Carolina
1945,17,170,Bobby Tom Jenkins,B,,0,0,0,,,,,,,,,,,,,,,,Alabama
1945,18,183,Ed Stacco,T,,0,0,0,,,,,,,,,,,,,,,,Colgate
1945,19,193,Jim Bradshaw,C,,0,0,0,,,,,,,,,,,,,,,,Auburn
1945,20,203,Bill Shipkey,B,,0,0,0,,,,,,,,,,,,,,,,Stanford
1945,21,216,Sid Halliday,T,,0,0,0,,,,,,,,,,,,,,,,SMU
1945,22,226,Chick Davidson,T,,0,0,0,,,,,,,,,,,,,,,,Cornell
1945,23,236,Gabby Martin,E,,0,0,0,,,,,,,,,,,,,,,,SMU
1945,24,249,Jim McCurdy,C,,0,0,0,,,,,,,,,,,,,,,,Stanford
1945,25,259,Cecil Souders,E,1949,0,0,1,0,35,,,,,,,,,17,203,1,,,Ohio St.
1945,26,269,Ben Wall,B,,0,0,0,,,,,,,,,,,,,,,,West. Michigan
1945,27,282,George Hillery,E,,0,0,0,,,,,,,,,,,,,,,,Texas-El Paso
1945,28,292,Milford Dreblow,B,,0,0,0,,,,,,,,,,,,,,,,USC
1945,29,302,Frank Irwin,T,,0,0,0,,,,,,,,,,,,,,,,Duke
1945,30,315,Leon Diner,E,,0,0,0,,,,,,,,,,,,,,,,Denver
1945,31,320,Bob Cummings,C,,0,0,0,,,,,,,,,,,,,,,,Vanderbilt
1945,32,325,Don Nolander,C,1946,0,0,0,0,11,,,,,,,,,,,,1,,Minnesota
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1944,1,8,Mike Micka,FB,1948,0,0,2,0,54,,,,,,69,231,0,6,101,0,9,,Colgate
1944,3,23,Earl Audet,T,1948,0,0,2,0,51,,,,,,,,,,,,,,USC
1944,5,39,Ed Doherty,B,,0,0,0,,,,,,,,,,,,,,,,Boston Col.
1944,6,50,Jackie Fellows,B,,0,0,0,,,,,,,,,,,,,,,,Fresno St.
1944,7,61,Hal Fischer,G,,0,0,0,,,,,,,,,,,,,,,,Texas
1944,8,72,Cliff White,T,,0,0,0,,,,,,,,,,,,,,,,Murray St.
1944,9,83,Ted Ogdahl,B,,0,0,0,,,,,,,,,,,,,,,,Willamette
1944,10,94,Bob Sneddon,DB,1946,0,0,0,0,22,,,,,,17,36,0,5,53,0,2,,
1944,11,105,Bill Aldworth,T,,0,0,0,,,,,,,,,,,,,,,,Minnesota
1944,12,116,Bill Joslyn,B,,0,0,0,,,,,,,,,,,,,,,,Stanford
1944,13,127,Charley Walker,C,,0,0,0,,,,,,,,,,,,,,,,Kentucky
1944,14,138,Boyd Clement,C,,0,0,0,,,,,,,,,,,,,,,,Oregon St.
1944,15,149,Jim Gaffney,QB,1946,0,0,0,0,12,,,,,,26,90,0,7,85,1,,,Tennessee
1944,16,160,Ted Ossowski,T,1947,0,0,0,0,3,,,,,,,,,,,,,,Oregon St.
1944,17,171,Tom Davis,B,,0,0,0,,,,,,,,,,,,,,,,Duke
1944,18,182,John Batorski,E,1946,0,0,0,0,8,,,,,,,,,2,27,0,,,Colgate
1944,19,193,Clyde Ehrhardt,C,1949,0,0,0,0,34,,,,,,,,,,,,3,,Georgia
1944,20,204,Dave Brown,E,,0,0,0,,,,,,,,,,,,,,,,UCLA
1944,21,215,Bill Ivy,T,,0,0,0,,,,,,,,,,,,,,,,Northwestern
1944,22,226,Bruce Babcock,B,,0,0,0,,,,,,,,,,,,,,,,Rochester
1944,23,237,Bill Reinhard,B,1948,0,0,0,0,22,0,7,0,0,0,7,33,1,5,48,0,5,,California
1944,24,248,Ed Bauer,G,,0,0,0,,,,,,,,,,,,,,,,South Carolina
1944,25,259,Joe (Smokey) Martin,B,,0,0,0,,,,,,,,,,,,,,,,Cornell
1944,26,270,Lee Gustafson,B,,0,0,0,,,,,,,,,,,,,,,,Oregon St.
1944,27,281,Nick Pappas,T,,0,0,0,,,,,,,,,,,,,,,,Utah
1944,28,292,Lindsey Bowen,E,,0,0,0,,,,,,,,,,,,,,,,Rice
1944,29,303,Bill Gustafson,T,,0,0,0,,,,,,,,,,,,,,,,Washington St.
1944,30,314,Bill Yablonski,C,,0,0,0,,,,,,,,,,,,,,,,Holy Cross
1944,31,320,Buster Hollingbery,C,,0,0,0,,,,,,,,,,,,,,,,Washington St.
1944,32,326,Willard Sheller,B,,0,0,0,,,,,,,,,,,,,,,,Stanford
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1943,1,10,Jack Jenkins,FB,1947,0,0,2,0,22,,,,,,84,274,1,7,123,0,4,,Vanderbilt
1943,3,25,Bill Dutton,HB,1946,0,0,0,0,11,4,6,31,0,0,53,169,2,2,68,0,,,Pittsburgh
1943,5,40,Bob Dove,DE,1954,0,1,4,36,106,,,,,,1,-2,0,13,128,2,1,,Notre Dame
1943,6,50,Wally Ziemba,C,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
1943,7,60,Lou Rymkus,T,1951,0,0,8,19,86,,,,,,,,,,,,1,,Notre Dame
1943,8,70,Tony Leon,G,1946,0,0,2,0,36,,,,,,,,,,,,1,,Alabama
1943,9,80,Bob Motl,E,1946,0,0,0,0,14,,,,,,,,,9,124,1,,,Northwestern
1943,10,90,Walt McDonald,B,1949,0,0,3,0,46,1,3,24,0,1,12,5,0,22,197,1,5,,Tulane
1943,11,100,George Perpich,T,1947,0,0,1,0,27,,,,,,,,,,,,,,
1943,12,110,Dan Wood,C,,0,0,0,,,,,,,,,,,,,,,,Mississippi
1943,13,120,Harry Wright,G,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
1943,14,130,Oscar Britt,G,1946,0,0,0,0,1,,,,,,,,,,,,,,Mississippi
1943,15,140,Dick Weber,G,,0,0,0,,,,,,,,,,,,,,,,Syracuse
1943,16,150,Joe Day,B,,0,0,0,,,,,,,,,,,,,,,,Oregon St.
1943,17,160,Frank Dornfeld,B,,0,0,0,,,,,,,,,,,,,,,,
1943,18,170,John Baklarz,T,,0,0,0,,,,,,,,,,,,,,,,Arizona St.
1943,19,180,Leo Mogus,E,,0,0,0,,,,,,,,,,,,,,,,Youngstown St.
1943,20,190,Dick Secrest,B,,0,0,0,,,,,,,,,,,,,,,,Rochester
1943,21,200,Don Nolander,C,,0,0,0,,,,,,,,,,,,,,,,Minnesota
1943,22,210,Johnny Barrett,B,,0,0,0,,,,,,,,,,,,,,,,
1943,23,220,Tom Vohs,T,,0,0,0,,,,,,,,,,,,,,,,Colgate
1943,24,230,Charlie Yancey,B,,0,0,0,,,,,,,,,,,,,,,,Mississippi St.
1943,25,240,Roman Bentz,G,1948,0,0,1,0,34,,,,,,,,,,,,,,Tulane
1943,26,250,Paul (Swifty) Berthold,E,,0,0,0,,,,,,,,,,,,,,,,Syracuse
1943,27,260,Vince Pacewic,HB,1947,0,0,0,0,2,,,,,,,,,5,42,0,,,San Francisco
1943,28,270,Joe Riccardi,T,,0,0,0,,,,,,,,,,,,,,,,Ohio
1943,29,280,Johnny Jaffurs,G,1946,0,0,0,0,8,,,,,,,,,,,,,,Penn St.
1943,30,290,Frank Akins,FB,1946,0,0,1,0,28,,,,,,244,1142,7,16,150,0,,,Washington St.
1943,31,295,Bill (Mother) Corry,B,,0,0,0,,,,,,,,,,,,,,,,Florida
1943,32,300,Bo Bogovich,G,,0,0,0,,,,,,,,,,,,,,,,Delaware
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1942,1,6,Spec Sanders,TB,1950,2,1,8,8,52,206,421,2829,23,37,540,2900,33,18,272,3,19,,Texas
1942,3,21,Rufus Deal,B,1942,0,1,0,0,6,,,,,,5,12,0,,,,,,Auburn
1942,5,36,Joe Zeno,G,1947,0,1,2,0,42,,,,,,,,,,,,1,,Holy Cross
1942,6,46,Harley McCollum,T,1947,0,0,1,0,23,,,,,,,,,,,,,,Tulane
1942,7,56,Bob Fitch,E,,0,0,0,,,,,,,,,,,,,,,,Minnesota
1942,8,66,George Peters,B,,0,0,0,,,,,,,,,,,,,,,,Oregon St.
1942,9,76,Frank Swiger,B,,0,0,0,,,,,,,,,,,,,,,,Duke
1942,10,86,John Goodyear,B,1942,0,0,0,0,3,,,,,,2,1,0,,,,,,Marquette
1942,11,96,Al DeMao,C,1953,0,0,6,22,97,,,,,,,,,1,4,0,8,,Duquesne
1942,12,106,Phil Ahwesh,B,,0,0,0,,,,,,,,,,,,,,,,Duquesne
1942,13,116,John Kovatch,E,1947,0,0,0,0,21,,,,,,,,,18,157,1,,,Notre Dame
1942,14,126,Billy deCorrevont,B,1949,0,0,1,0,49,8,19,155,2,2,75,233,1,21,417,2,10,,Northwestern
1942,15,136,Marv Whited,G,1945,0,1,0,0,15,,,,,,1,3,0,,,,1,,Oklahoma
1942,16,146,Dean (Dee) Chipman,B,,0,0,0,,,,,,,,,,,,,,,,BYU
1942,17,156,George Watts,T,1942,0,1,0,0,8,,,,,,,,,,,,,,Appalachian St.
1942,18,166,Gene Stewart,B,,0,0,0,,,,,,,,,,,,,,,,Willamette
1942,19,176,Charlie Timmons,FB,1946,0,0,0,0,13,,,,,,23,65,0,1,4,0,,,Georgia
1942,20,186,Tiny Croft,T,1947,0,0,1,0,51,,,,,,,,,,,,,,Ripon
1942,21,191,Steve Juzwik,HB,1948,0,0,2,0,29,,,,,,125,679,5,29,397,4,5,,Notre Dame
1942,22,196,Al Couppee,G,1946,0,0,0,0,7,,,,,,3,22,0,,,,,,Iowa
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1941,1,10,Forest Evashevski,B,,0,0,0,,,,,,,,,,,,,,,,Michigan
1941,3,25,Fred Davis,T,1951,0,2,4,10,97,,,,,,,,,,,,,,Alabama
1941,5,40,Jim Stuart,T,1941,0,0,0,0,5,,,,,,,,,,,,,,Oregon
1941,6,50,Ed Cifers,E,1948,0,1,4,0,56,,,,,,1,5,0,37,399,3,1,,Tennessee
1941,7,60,Al Krueger,HB,1946,0,1,0,0,28,,,,,,,,,35,401,2,1,,USC
1941,8,70,Henry Wilder,B,,0,0,0,,,,,,,,,,,,,,,,Iowa St.
1941,9,80,Bill Grimmett,E,,0,0,0,,,,,,,,,,,,,,,,Tulsa
1941,10,90,Ed Hickerson,G,,0,0,0,,,,,,,,,,,,,,,,Alabama
1941,11,100,Joe Aguirre,E,1949,1,0,8,0,83,0,1,0,0,0,3,16,0,160,2162,29,,,
1941,12,110,Jack Banta,HB,1948,0,0,4,0,53,,,,,,198,847,6,30,373,1,5,,USC
1941,13,120,Roy Conn,T,,0,0,0,,,,,,,,,,,,,,,,Arizona
1941,14,130,Deward Tornell,B,,0,0,0,,,,,,,,,,,,,,,,San Jose St.
1941,15,140,Morris Buckingham,C,,0,0,0,,,,,,,,,,,,,,,,San Jose St.
1941,16,150,Ken Dow,FB,1941,0,0,0,0,2,,,,,,,,,,,,,,Oregon St.
1941,17,160,Stan McRae,E,,0,0,0,,,,,,,,,,,,,,,,Michigan St.
1941,18,170,Joe Osmanski,FB,1949,0,0,2,0,42,,,,,,274,1182,6,36,329,0,,,Holy Cross
1941,19,180,Earl Fullilove,T,,0,0,0,,,,,,,,,,,,,,,,
1941,20,190,Ed Hiestand,E,,0,0,0,,,,,,,,,,,,,,,,Vanderbilt
1941,21,195,Tom Riggs,T,,0,0,0,,,,,,,,,,,,,,,,Illinois
1941,22,200,Lee Gentry,HB,1941,0,0,0,0,5,,,,,,5,13,0,,,,1,,Tulsa
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1940,1,8,Ed Boell,B,,0,0,0,,,,,,,,,,,,,,,,NYU
1940,3,23,Burt (Buddy) Banker,B,,0,0,0,,,,,,,,,,,,,,,,Tulane
1940,5,38,Bill Kirchem,T,,0,0,0,,,,,,,,,,,,,,,,Tulane
1940,6,48,Joe Boyd,T,,0,0,0,,,,,,,,,,,,,,,,Texas A&M
1940,7,58,Roy Zimmerman,QB,1948,0,1,17,0,84,299,703,4801,44,70,200,244,6,5,36,0,19,,San Jose St.
1940,8,68,Roland (Bud) Orf,E,,0,0,0,,,,,,,,,,,,,,,,Missouri
1940,9,78,Bob Hoffman,B,1949,0,0,0,0,54,,,,,,111,398,10,7,71,1,3,,USC
1940,10,88,Bob Seymour,HB,1946,0,1,2,0,73,,,,,,397,1311,12,72,817,11,18,,Oklahoma
1940,11,98,Howard Stoecker,T,,0,0,0,,,,,,,,,,,,,,,,USC
1940,12,108,Allen Johnson,G,,0,0,0,,,,,,,,,,,,,,,,Duke
1940,13,118,Sam Bartholomew,FB,1941,0,0,0,0,9,,,,,,21,69,0,3,15,0,1,,Tennessee
1940,14,128,Ernie Lain,B,,0,0,0,,,,,,,,,,,,,,,,Rice
1940,15,138,Sandy Sanford,E,1940,0,0,0,0,7,,,,,,,,,1,13,0,,,Alabama
1940,16,148,Bolo Perdue,DE,1946,0,0,0,0,20,,,,,,,,,2,28,0,,,Arkansas
1940,17,158,Steve Andrako,C,1940,0,0,0,0,5,,,,,,,,,,,,,,Ohio St.
1940,18,168,Jay Graybeal,B,,0,0,0,,,,,,,,,,,,,,,,Oregon
1940,19,178,Charley Slagle,B,,0,0,0,,,,,,,,,,,,,,,,North Carolina
1940,20,188,F.W. (Buck) Murphy,B,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1940,21,193,Mel Wetzel,T,,0,0,0,,,,,,,,,,,,,,,,Missouri
1940,22,198,Steve Sitko,B,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1939,1,8,I.B. Hale,T,,0,0,0,,,,,,,,,,,,,,,,TCU
1939,3,23,Charley Holm,B,,0,0,0,,,,,,,,,,,,,,,,Alabama
1939,5,38,Dick Todd,B,1948,0,2,2,0,79,5,11,104,0,1,368,1573,11,119,1826,20,16,,Texas A&M
1939,6,48,Dave Anderson,B,,0,0,0,,,,,,,,,,,,,,,,California
1939,7,58,Quinton Lumpkin,C,,0,0,0,,,,,,,,,,,,,,,,Georgia
1939,8,68,Bo Russell,T,1940,0,0,1,0,22,,,,,,,,,,,,,,Auburn
1939,9,78,Wilbur Moore,WB,1946,0,1,3,0,72,,,,,,183,901,8,91,1224,16,13,,Minnesota
1939,10,88,Jimmy Johnston,B,1946,0,0,2,0,28,,,,,,100,321,3,40,461,4,2,,Washington
1939,11,98,Jimmy German,TB,1940,0,0,0,0,9,6,12,97,1,2,17,58,2,,,,,,Centre
1939,12,108,Bob O'Mara,B,,0,0,0,,,,,,,,,,,,,,,,Duke
1939,13,118,Steve Slivinski,G,1943,0,1,3,0,53,,,,,,,,,,,,2,,Washington
1939,14,128,Bob Hoffman,B,,0,0,0,,,,,,,,,,,,,,,,USC
1939,15,138,Eric Tipton,B,,0,0,0,,,,,,,,,,,,,,,,Duke
1939,16,148,Dick Farman,G,1943,1,1,3,0,49,,,,,,,,,,,,,,Washington St.
1939,17,158,Clyde Shugart,G,1944,0,2,1,0,56,,,,,,,,,,,,1,,Iowa St.
1939,18,168,Boyd Morgan,B,1940,0,0,0,0,11,,,,,,1,0,0,1,4,0,,,USC
1939,19,178,Phil Smith,T,,0,0,0,,,,,,,,,,,,,,,,Benedictine
1939,20,188,Paul Coop,T,,0,0,0,,,,,,,,,,,,,,,,Centre
1939,21,193,Matt Kuber,G,,0,0,0,,,,,,,,,,,,,,,,Villanova
1939,22,198,Al Cruver,B,,0,0,0,,,,,,,,,,,,,,,,Washington St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1938,1,9,Andy Farkas,FB,1945,2,2,6,0,70,,,,,,587,2103,21,80,1086,13,11,,Detroit Mercy
1938,3,24,Sam Chapman,B,,0,0,0,,,,,,,,,,,,,,,,California
1938,5,39,Dave Price,C,,0,0,0,,,,,,,,,,,,,,,,Mississippi St.
1938,6,49,Elmer Dohrmann,E,,0,0,0,,,,,,,,,,,,,,,,Nebraska
1938,7,59,Roy Young,T,1938,0,0,0,0,9,,,,,,,,,,,,,,Texas A&M
1938,8,69,Bill Hartman,B,1938,0,0,0,0,10,38,77,558,4,10,71,195,0,1,6,0,,,Georgia
1938,9,79,Mickey Parks,C,1946,0,0,1,0,37,,,,,,,,,,,,,,Oklahoma
1938,10,89,Jack Abbitt,B,,0,0,0,,,,,,,,,,,,,,,,Elon
1938,11,99,Dick Johnston,E,,0,0,0,,,,,,,,,,,,,,,,Washington
1938,12,109,Hank Bartos,G,1938,0,0,0,0,7,,,,,,,,,,,,,,North Carolina
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1937,1,6,Sammy Baugh HOF,QB,1952,4,6,22,18,165,1693,2995,21886,187,203,324,325,9,1,0,0,31,,TCU
1937,2,16,Nello Falaschi,BB,1941,0,3,3,0,42,0,1,0,0,0,2,10,0,7,39,0,2,,Santa Clara
1937,3,26,Maurice Elder,B,,0,0,0,,,,,,,,,,,,,,,,Kansas St.
1937,4,36,Dick Bassi,G,1947,0,1,3,0,57,,,,,,,,,1,6,0,1,,Santa Clara
1937,5,46,Chuck Bond,T,1938,0,0,0,0,22,,,,,,,,,,,,,,Washington
1937,6,56,Jimmie Cain,B,,0,0,0,,,,,,,,,,,,,,,,Washington
1937,7,66,Rotta Holland,G,,0,0,0,,,,,,,,,,,,,,,,Kansas St.
1937,8,76,Joel Eaves,E,,0,0,0,,,,,,,,,,,,,,,,Auburn
1937,9,86,Bill Docherty,T,,0,0,0,,,,,,,,,,,,,,,,Temple
1937,10,96,Mac Cara,E,1938,0,0,0,0,19,,,,,,1,-1,0,6,54,0,,,North Carolina St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1936,1,2,Riley Smith,BB,1938,0,0,2,0,30,19,46,290,3,3,45,58,2,18,300,3,,,Alabama
1936,2,11,Keith Topping,E,,0,0,0,,,,,,,,,,,,,,,,Stanford
1936,3,20,Ed Smith,BB,1937,0,0,1,0,10,11,42,120,1,3,7,39,0,,,,,,NYU
1936,4,29,Paul Tangora,G,,0,0,0,,,,,,,,,,,,,,,,Northwestern
1936,5,38,Wilson Groseclose,T,,0,0,0,,,,,,,,,,,,,,,,TCU
1936,6,47,Larry Lutz,T,,0,0,0,,,,,,,,,,,,,,,,California
1936,7,56,Don Irwin,FB,1939,0,0,1,0,29,0,14,0,0,3,172,586,6,27,289,0,,,Colgate
1936,8,65,Wayne Millner HOF,E,1945,0,0,5,0,76,,,,,,14,62,0,124,1578,12,,,Notre Dame
1936,9,74,Marcel Saunders,G,,0,0,0,,,,,,,,,,,,,,,,Loyola (CA)
