Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1967,8,190,Larry Hendershot,LB,1967,0,0,0,1,4,,,,,,,,,,,,,,Arizona St.
1967,9,222,Pete Larson,RB,1968,0,0,0,4,22,,,,,,69,216,2,20,191,1,,,Cornell
1967,10,247,Tim Houlton,DT,,0,0,0,,,,,,,,,,,,,,,,St. Norbert
1967,10,250,Bruce Sullivan,DB,,0,0,0,,,,,,,,,,,,,,,,Illinois
1967,11,275,Bill Brown,C,,0,0,0,,,,,,,,,,,,,,,,Texas-El Paso
1967,12,300,Ron Sepic,E,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1967,13,328,Bob Rodwell,LB,,0,0,0,,,,,,,,,,,,,,,,East. Michigan
1967,14,353,Andy Socha,HB,,0,0,0,,,,,,,,,,,,,,,,Marshall
1967,15,378,Ed Breding,LB,1968,0,0,1,9,28,,,,,,,,,,,,,,Texas A&M
1967,16,406,Alfredo Avila,DB,,0,0,0,,,,,,,,,,,,,,,,Sul Ross St.
1967,17,431,Lyle Baucom,T,,0,0,0,,,,,,,,,,,,,,,,San Francisco St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1966,1,6,Charlie Gogolak,K,1972,0,0,3,0,55,,,,,,,,,,,,,,Princeton
1966,2,21,Walt Barnes,DT,1971,0,0,2,14,61,,,,,,,,,,,,,,Nebraska
1966,3,38,Tom Barrington,RB,1970,0,0,1,6,57,3,11,57,0,0,168,530,3,41,278,1,,,Ohio St.
1966,4,53,Billy Clay,DB,1966,0,0,0,1,6,,,,,,,,,,,,1,,Mississippi
1966,5,70,Dick Lemay,T,,0,0,0,,,,,,,,,,,,,,,,Vanderbilt
1966,6,94,Earl Yates,T,,0,0,0,,,,,,,,,,,,,,,,Duke
1966,7,101,George Patton,T,,0,0,0,,,,,,,,,,,,,,,,Georgia
1966,8,115,Stan Mitchell,RB,1970,0,0,0,10,42,,,,,,173,548,4,42,533,5,,,Tennessee
1966,9,131,Jack Shinholser,LB,,0,0,0,,,,,,,,,,,,,,,,Florida St.
1966,10,145,Ceasar Belser,DB,1974,0,0,0,6,60,,,,,,,,,,,,,,Ark-Pine Bluff
1966,11,161,Dick Reding,FL,,0,0,0,,,,,,,,,,,,,,,,
1966,12,175,John Stipech,LB,,0,0,0,,,,,,,,,,,,,,,,Utah
1966,13,191,Heath Wingate,C,1967,0,0,0,0,3,,,,,,,,,,,,,,Bowling Green
1966,14,205,Jerry Lovelace,HB,,0,0,0,,,,,,,,,,,,,,,,Texas Tech
1966,15,221,Hal Seymour,HB,,0,0,0,,,,,,,,,,,,,,,,Florida
1966,16,235,Hal Wantland,DB,1966,0,0,0,0,2,,,,,,,,,,,,,,Tennessee
1966,17,251,Mitch Zalnasky,E,,0,0,0,,,,,,,,,,,,,,,,Pittsburgh
1966,18,265,Joe Burson,HB,,0,0,0,,,,,,,,,,,,,,,,Georgia
1966,19,281,Andre White,TE,1968,0,0,0,2,22,,,,,,,,,7,105,0,,,Florida A&M
1966,20,295,John Kelly,T,1967,0,0,0,1,16,,,,,,,,,,,,,,Florida A&M
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1965,2,21,Bob Breitenstein,T,1970,0,0,2,16,58,,,,,,,,,,,,,,Tulsa
1965,3,34,Kent McCloughan,DB,1970,2,2,5,40,67,,,,,,,,,,,,15,,Nebraska
1965,8,105,Don Croftcheck,G,1967,0,0,1,7,35,,,,,,,,,,,,,,Indiana
1965,9,118,Jerry Smith,TE,1977,1,2,10,75,168,,,,,,8,56,0,421,5496,60,,,Arizona St.
1965,10,133,Bob Briggs,FB,1965,0,0,0,1,7,,,,,,6,10,0,3,40,0,,,Central Oklahoma
1965,11,146,Willie Adams,DE,1966,0,0,0,2,28,,,,,,,,,,,,,,New Mexico St.
1965,12,160,John Strohmeyer,T,,0,0,0,,,,,,,,,,,,,,,,Nebraska
1965,13,174,Biff Bracy,HB,,0,0,0,,,,,,,,,,,,,,,,Duke
1965,14,189,Dave Estrada,HB,,0,0,0,,,,,,,,,,,,,,,,Arizona St.
1965,15,202,Ben Baldwin,B,,0,0,0,,,,,,,,,,,,,,,,Vanderbilt
1965,16,217,Robert Reed,G,1965,0,0,0,1,8,,,,,,,,,,,,,,Tennessee St.
1965,17,230,Gary Hart,E,,0,0,0,,,,,,,,,,,,,,,,Vanderbilt
1965,18,245,Chris Hanburger HOF,LB,1978,4,9,12,113,187,,,,,,,,,1,1,0,19,,North Carolina
1965,19,258,Roosevelt Ellerbe,B,,0,0,0,,,,,,,,,,,,,,,,Iowa St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1964,1,3,Charley Taylor HOF,WR,1977,1,8,13,96,165,3,14,99,1,1,442,1488,11,649,9110,79,,,Arizona St.
1964,2,18,Paul Krause HOF,DB,1979,3,8,15,131,226,1,2,11,1,0,1,0,0,2,17,0,81,,Iowa
1964,5,59,Jim Snowden,T,1971,0,0,7,46,98,,,,,,,,,,,,,,Notre Dame
1964,6,74,Russ Brown,E,,0,0,0,,,,,,,,,,,,,,,,Florida
1964,7,87,Dick Shiner,QB,1974,0,0,2,19,99,354,736,4801,36,43,58,161,2,,,,,,Maryland
1964,9,115,Len Hauss,C,1977,0,5,14,80,196,,,,,,,,,,,,,,Georgia
1964,10,130,Rick Leeson,B,,0,0,0,,,,,,,,,,,,,,,,Pittsburgh
1964,11,143,Gene Donaldson,RB,1967,0,0,0,0,2,,,,,,3,-1,0,1,20,0,,,Purdue
1964,12,158,Bob Zvolerin,T,,0,0,0,,,,,,,,,,,,,,,,Tennessee
1964,13,171,Tom MacDonald,B,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
1964,14,186,Tom Urbanik,B,,0,0,0,,,,,,,,,,,,,,,,Penn St.
1964,15,199,Dick Evers,T,,0,0,0,,,,,,,,,,,,,,,,Colorado St.
1964,16,214,Tom Walters,DB,1967,0,0,0,6,49,,,,,,,,,,,,3,,Southern Miss
1964,17,227,Ozzie Clay,WR,1964,0,0,0,0,14,,,,,,,,,,,,,,Iowa St.
1964,18,242,Bob Jones,G,,0,0,0,,,,,,,,,,,,,,,,Nebraska
1964,19,255,John Seedborg,P,1965,0,0,0,0,1,,,,,,,,,,,,,,Arizona St.
1964,20,270,Gordon Guest,B,,0,0,0,,,,,,,,,,,,,,,,Arkansas
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1963,1,7,Pat Richter,TE,1970,0,0,8,21,103,,,,,,1,-9,0,99,1315,14,,,Wisconsin
1963,2,22,Lonnie Sanders,DB,1969,0,0,4,24,71,,,,,,,,,,,,12,,Michigan St.
1963,3,35,Ron Snidow,DE,1972,1,0,7,50,126,,,,,,,,,,,,1,,Oregon
1963,6,78,Charley Nickoson,T,,0,0,0,,,,,,,,,,,,,,,,Ohio
1963,7,91,Dave Francis,FB,1963,0,0,0,1,8,,,,,,,,,,,,,,Ohio St.
1963,9,119,Billy Joe,RB,1969,0,1,4,19,78,,,,,,539,2010,15,77,589,4,,,Villanova
1963,10,134,Rod Foster,G,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1963,11,147,Allen Schau,E,,0,0,0,,,,,,,,,,,,,,,,West. Michigan
1963,12,162,Bob Caldwell,C,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1963,13,175,John Greiner,E,,0,0,0,,,,,,,,,,,,,,,,Purdue
1963,14,190,Tom Winingder,B,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1963,15,203,Harry Butsko,LB,1963,0,0,0,0,4,,,,,,,,,,,,,,Maryland
1963,16,218,Dave Adams,G,,0,0,0,,,,,,,,,,,,,,,,Arkansas
1963,17,231,Ron Whaley,DB,,0,0,0,,,,,,,,,,,,,,,,Tenn-Chattanooga
1963,18,246,Drew Roberts,E,,0,0,0,,,,,,,,,,,,,,,,Humboldt St.
1963,19,259,Jim Turner,K,1979,0,2,16,0,228,2,5,25,0,1,2,4,0,3,27,1,,,Utah St.
1963,20,274,Joe Baughan,T,,0,0,0,,,,,,,,,,,,,,,,Auburn
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1962,1,1,Ernie Davis,B,,0,0,0,,,,,,,,,,,,,,,,Syracuse
1962,2,15,Joe Hernandez,WR,1964,0,0,0,0,14,,,,,,,,,1,18,0,,,Arizona
1962,3,29,Bob Mitinger,LB,1968,0,0,0,5,42,,,,,,,,,,,,3,,Penn St.
1962,4,43,Billy Neighbors,G,1969,1,1,7,48,112,,,,,,,,,,,,,,Alabama
1962,7,85,Bert Coan,HB,1968,0,0,0,16,72,1,1,18,1,0,285,1259,15,39,367,4,,,Kansas
1962,8,99,Ron Hatcher,FB,1962,0,0,0,0,3,,,,,,,,,,,,,,Michigan St.
1962,9,113,Dave Viti,E,,0,0,0,,,,,,,,,,,,,,,,Boston Univ.
1962,10,127,John Childress,G,,0,0,0,,,,,,,,,,,,,,,,Arkansas
1962,11,141,Carl Palazzo,T,,0,0,0,,,,,,,,,,,,,,,,Adams St.
1962,12,155,Terry Terrebonne,HB,,0,0,0,,,,,,,,,,,,,,,,Tulane
1962,13,169,Bill Whisler,E,,0,0,0,,,,,,,,,,,,,,,,Iowa
1962,14,183,Jim Costen,HB,,0,0,0,,,,,,,,,,,,,,,,South Carolina
1962,15,197,Len Vella,T,,0,0,0,,,,,,,,,,,,,,,,Georgia
1962,16,211,Tommy Brooker,E,1966,0,1,3,2,55,,,,,,,,,6,170,3,,,Alabama
1962,17,225,Al Miller,LB,1963,0,0,0,5,25,,,,,,,,,,,,,,Ohio
1962,18,239,Carl Charon,DB,1963,0,0,1,12,26,,,,,,,,,,,,7,,Michigan St.
1962,19,253,Claude Crabb,DB,1968,0,0,2,19,80,,,,,,,,,4,102,0,10,,Colorado
1962,20,267,Ed Trancygier,QB,,0,0,0,,,,,,,,,,,,,,,,Florida St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1961,1,2,Norm Snead,QB,1976,0,4,12,90,178,2276,4353,30797,196,257,212,521,23,,,,,,Wake Forest
1961,1,3,Joe Rutgens,DT,1969,0,2,8,49,110,,,,,,,,,,,,,,Illinois
1961,3,39,Jim Cunningham,FB,1963,0,0,0,7,42,,,,,,120,337,3,26,219,2,,,Pittsburgh
1961,6,72,Joe Krakoski,DB,1966,0,0,4,24,62,,,,,,,,,,,,8,,Illinois
1961,6,73,John O'Day,T,,0,0,0,,,,,,,,,,,,,,,,Miami (FL)
1961,7,87,Jim Kerr,DB,1962,0,0,2,12,24,,,,,,,,,,,,8,,Penn St.
1961,8,101,Charlie Barnes,E,1961,0,0,0,0,4,,,,,,,,,1,13,0,,,La-Monroe
1961,9,115,Joel Arrington,B,,0,0,0,,,,,,,,,,,,,,,,Duke
1961,11,143,Riley Mattson,T,1966,0,0,4,23,68,,,,,,,,,,,,,,Oregon
1961,12,157,Bob Coolbaugh,FL,1961,0,0,1,4,14,,,,,,,,,32,435,4,,,Richmond
1961,13,171,Doug Elmore,P,1962,0,0,1,0,14,0,1,0,0,0,1,-14,0,,,,2,,Mississippi
1961,14,185,Doyle Schick,DB,1961,0,0,0,0,5,,,,,,,,,,,,,,Kansas
1961,15,199,Bob Johnson,E,,0,0,0,,,,,,,,,,,,,,,,Michigan
1961,16,213,Ron Petty,T,,0,0,0,,,,,,,,,,,,,,,,Louisville
1961,17,227,Joe Bellino,HB,1967,0,0,0,2,35,,,,,,30,64,0,11,151,1,,,Navy
1961,18,241,George Tolford,T,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1961,19,255,Tony Romeo,TE,1967,0,0,3,26,89,,,,,,,,,117,1813,10,,,Florida St.
1961,20,269,Mike Ingram,G,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1960,1,4,Richie Lucas,QB,1961,0,0,0,5,22,43,99,596,4,7,48,153,2,11,127,1,2,,Penn St.
1960,2,21,Sam Horner,HB,1962,0,0,2,4,33,,,,,,118,355,0,17,219,1,,,VMI
1960,3,28,Andy Stynchula,DE,1968,0,0,6,37,104,,,,,,,,,,,,,,Penn St.
1960,4,48,Vince Promuto,G,1970,0,2,9,44,130,,,,,,,,,,,,,,Holy Cross
1960,5,52,Don Stallings,DT,1960,0,0,0,1,9,,,,,,,,,,,,,,North Carolina
1960,6,64,Dave Hudson,E,,0,0,0,,,,,,,,,,,,,,,,Florida
1960,8,87,Earl Kohlhaas,G,,0,0,0,,,,,,,,,,,,,,,,Penn St.
1960,9,100,Dwight Bumgarner,E,,0,0,0,,,,,,,,,,,,,,,,Duke
1960,11,124,Jim Eifrid,LB,1961,0,0,0,0,1,,,,,,,,,,,,,,Colorado St.
1960,12,136,Jim Crotty,DB,1962,0,0,0,5,22,,,,,,,,,,,,3,,Notre Dame
1960,13,148,Bill Herron,E,,0,0,0,,,,,,,,,,,,,,,,Georgia
1960,14,160,Charlie Milstead,QB,1961,0,0,1,0,22,4,7,43,0,0,3,3,0,,,,2,,Texas A&M
1960,15,172,Bernie Darre,G,1961,0,0,0,1,12,,,,,,,,,,,,,,Tulane
1960,16,184,Joe Kulbacki,HB,1960,0,0,0,1,14,,,,,,41,108,1,2,9,0,,,Purdue
1960,17,196,Billy Roland,G,,0,0,0,,,,,,,,,,,,,,,,Georgia
1960,18,208,John Lawrence,G,,0,0,0,,,,,,,,,,,,,,,,North Carolina St.
1960,19,220,Ron Maltony,G,,0,0,0,,,,,,,,,,,,,,,,Purdue
1960,20,232,Jimmy Wolf,HB,,0,0,0,,,,,,,,,,,,,,,,Panhandle St.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1959,1,4,Don Allard,QB,1962,0,0,0,0,5,,,,,,,,,,,,,,Boston Col.
1959,3,28,Emil Karas,LB,1966,0,3,4,36,71,,,,,,,,,,,,8,,Dayton
1959,4,40,Jim Wood,E,,0,0,0,,,,,,,,,,,,,,,,Oklahoma St.
1959,5,49,Bob Wetoska,T,1969,0,0,6,37,128,,,,,,,,,,,,,,Notre Dame
1959,6,65,Jim McFalls,T,,0,0,0,,,,,,,,,,,,,,,,VMI
1959,7,76,Don Lawrence,DT,1961,0,0,2,12,35,,,,,,,,,,,,,,Notre Dame
1959,7,79,Mitch Ogiego,QB,,0,0,0,,,,,,,,,,,,,,,,Iowa
1959,7,81,Jim Kenney,E,,0,0,0,,,,,,,,,,,,,,,,Boston Univ.
1959,8,89,Gene O'Pella,E,,0,0,0,,,,,,,,,,,,,,,,Villanova
1959,9,100,Dick Haley,DB,1964,0,0,3,23,75,,,,,,14,51,1,8,78,0,14,,Pittsburgh
1959,10,113,Ron Toth,B,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
1959,11,124,Gerry Marciniak,G,,0,0,0,,,,,,,,,,,,,,,,Michigan
1959,12,137,Roger Wypyszynski,T,,0,0,0,,,,,,,,,,,,,,,,St. Norbert
1959,13,148,Billy Shoemake,E,,0,0,0,,,,,,,,,,,,,,,,LSU
1959,14,161,Kurt Schwarz,G,,0,0,0,,,,,,,,,,,,,,,,Maryland
1959,15,172,Fred Hood,E,,0,0,0,,,,,,,,,,,,,,,,NE Oklahoma
1959,16,185,Dick Splain,T,,0,0,0,,,,,,,,,,,,,,,,New Haven
1959,17,196,Jim Healy,G,,0,0,0,,,,,,,,,,,,,,,,Holy Cross
1959,18,209,Joe Kapp,QB,1970,0,1,4,24,51,449,918,5911,40,64,119,611,5,,,,,,California
1959,19,220,Bobby Lauder,B,,0,0,0,,,,,,,,,,,,,,,,Auburn
1959,20,233,Billy Brewer,DB,1960,0,0,1,6,11,,,,,,,,,,,,,,Mississippi
1959,21,244,Mel Reight,B,,0,0,0,,,,,,,,,,,,,,,,West Virginia
1959,22,257,Art Gob,DE,1960,0,0,1,4,15,,,,,,,,,,,,,,Pittsburgh
1959,23,268,Clarence Alexander,B,,0,0,0,,,,,,,,,,,,,,,,SE Louisiana
1959,24,281,George Darrah,B,,0,0,0,,,,,,,,,,,,,,,,Franklin & Marshall
1959,25,292,Bob Sargent,T,,0,0,0,,,,,,,,,,,,,,,,Colby
1959,26,305,Gene Grabosky,DT,1960,0,0,0,0,3,,,,,,,,,,,,,,Syracuse
1959,27,316,Norm Odyniec,B,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
1959,28,329,Billy Austin,B,,0,0,0,,,,,,,,,,,,,,,,Rutgers
1959,29,340,Don Lockwood,G,,0,0,0,,,,,,,,,,,,,,,,Tulane
1959,30,353,Jim Colclough,E,1968,0,1,5,47,126,,,,,,4,51,0,283,5001,39,,,Boston Col.
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1958,2,16,Mike Sommer,HB,1963,0,0,0,7,22,,,,,,78,253,2,9,166,0,,,George Washington
1958,3,28,Stan Flowers,B,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1958,3,31,Bill Anderson,E,1966,0,2,4,25,98,0,1,0,0,1,4,11,0,178,3048,15,,,Tennessee
1958,4,40,Dan Nolan,QB,,0,0,0,,,,,,,,,,,,,,,,Lehigh
1958,5,54,Jim Van Pelt,QB,,0,0,0,,,,,,,,,,,,,,,,Michigan
1958,6,66,Dick Lynch,DB,1966,1,1,8,58,109,,,,,,,,,,,,37,,Notre Dame
1958,7,78,Leon Bennett,T,,0,0,0,,,,,,,,,,,,,,,,Boston Col.
1958,8,90,Buddy Payne,E,,0,0,0,,,,,,,,,,,,,,,,North Carolina
1958,9,102,Frank Kuchta,LB,1960,0,0,1,8,26,,,,,,,,,,,,,,Notre Dame
1958,10,114,Ben Preston,T,,0,0,0,,,,,,,,,,,,,,,,Auburn
1958,11,126,Darrell Dess,G,1969,0,2,7,55,146,,,,,,,,,1,3,0,,,North Carolina St.
1958,12,138,Eddie Michaels,G,,0,0,0,,,,,,,,,,,,,,,,Villanova
1958,13,150,Ken (Model-T) Ford,QB,,0,0,0,,,,,,,,,,,,,,,,Hardin-Simmons
1958,14,162,Jack Farls,E,,0,0,0,,,,,,,,,,,,,,,,Penn St.
1958,15,174,Jack Davis,G,1960,0,0,1,5,14,,,,,,,,,,,,,,Maryland
1958,16,186,Fred Polzer,E,,0,0,0,,,,,,,,,,,,,,,,Virginia
1958,17,198,Fred Wilt,T,,0,0,0,,,,,,,,,,,,,,,,Richmond
1958,18,210,Lennie King,B,,0,0,0,,,,,,,,,,,,,,,,Connecticut
1958,19,222,Don Stephenson,C,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1958,20,234,Lou Pelham,E,,0,0,0,,,,,,,,,,,,,,,,Florida
1958,21,246,Jackie Simpson,LB,1964,0,0,2,16,36,,,,,,,,,,,,5,,Mississippi
1958,22,258,Charley Sanders,B,,0,0,0,,,,,,,,,,,,,,,,West Texas A&M
1958,23,270,Ron Schomburger,E,,0,0,0,,,,,,,,,,,,,,,,Florida St.
1958,24,282,Rod Hanson,E,,0,0,0,,,,,,,,,,,,,,,,Illinois
1958,25,294,John Groom,G,,0,0,0,,,,,,,,,,,,,,,,TCU
1958,26,306,Frank Bloomquist,G,,0,0,0,,,,,,,,,,,,,,,,Iowa
1958,27,318,Perry Gehring,E,,0,0,0,,,,,,,,,,,,,,,,Minnesota
1958,28,330,Joe Biggs,G,,0,0,0,,,,,,,,,,,,,,,,Hardin-Simmons
1958,29,342,Ed Coffin,B,,0,0,0,,,,,,,,,,,,,,,,Syracuse
1958,30,353,Ted Smith,E,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1957,1,9,Don Bosseler,FB,1964,0,1,6,43,96,0,1,0,0,0,775,3112,22,136,1083,1,,,Miami (FL)
1957,2,21,Joe Walton,E,1963,0,0,6,29,82,,,,,,,,,178,2628,28,1,,Pittsburgh
1957,3,33,Ed Sutton,HB,1960,0,0,3,18,45,5,15,146,1,0,282,1109,9,14,237,1,1,,North Carolina
1957,4,40,Jim Podoley,HB,1960,0,1,2,21,43,0,1,0,0,0,209,746,2,78,1461,11,,,Central Michigan
1957,4,45,Vince Scorsone,G,,0,0,0,,,,,,,,,,,,,,,,Pittsburgh
1957,6,69,J.T. Frankenberger,T,,0,0,0,,,,,,,,,,,,,,,,Kentucky
1957,7,81,Wally Merz,T,,0,0,0,,,,,,,,,,,,,,,,Colorado
1957,8,93,Paul Lopata,E,,0,0,0,,,,,,,,,,,,,,,,Yale
1957,9,105,Galen Laack,G,1958,0,0,0,1,8,,,,,,,,,,,,,,Pacific
1957,10,117,Don Dobrino,B,,0,0,0,,,,,,,,,,,,,,,,Iowa
1957,11,129,Dick Foster,T,,0,0,0,,,,,,,,,,,,,,,,Idaho
1957,12,141,Wade Mitchell,QB,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1957,13,153,Claude Austin,B,,0,0,0,,,,,,,,,,,,,,,,George Washington
1957,14,165,George Rice,T,,0,0,0,,,,,,,,,,,,,,,,Wofford
1957,15,177,Brad Bomba,E,,0,0,0,,,,,,,,,,,,,,,,Indiana
1957,16,189,Joe Brodsky,B,,0,0,0,,,,,,,,,,,,,,,,Florida
1957,17,201,Fred Brock,B,,0,0,0,,,,,,,,,,,,,,,,Wheaton
1957,18,213,Ed Sakach,G,,0,0,0,,,,,,,,,,,,,,,,George Washington
1957,19,225,John Bauer,B,,0,0,0,,,,,,,,,,,,,,,,Villanova
1957,20,237,Buddy Frick,E,,0,0,0,,,,,,,,,,,,,,,,South Carolina
1957,21,249,Sam Owen,B,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1957,22,261,Ed Voytek,G,1958,0,0,0,2,24,,,,,,,,,,,,,,Purdue
1957,23,273,Al Viola,G,,0,0,0,,,,,,,,,,,,,,,,Northwestern
1957,24,285,Bob Jennings,C,,0,0,0,,,,,,,,,,,,,,,,Furman
1957,25,297,Dick Cassels,T,,0,0,0,,,,,,,,,,,,,,,,Catawba
1957,26,309,Paul Rotenberry,B,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1957,27,321,Ormand Anderson,T,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1957,28,333,Guy Martin,B,,0,0,0,,,,,,,,,,,,,,,,Colgate
1957,29,345,George Benedict,E,,0,0,0,,,,,,,,,,,,,,,,Springfield
1957,30,356,Art Luppino,B,,0,0,0,,,,,,,,,,,,,,,,Arizona
,,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,
Year,Rnd,Pick,,Pos,To,AP1,PB,St,CarAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ
1956,1,12,Ed Vereb,HB,1960,0,0,0,2,9,0,1,0,0,0,19,38,0,9,119,0,,,Maryland
1956,2,24,John Paluck,DE,1965,0,1,5,40,105,,,,,,,,,,,,2,,Pittsburgh
1956,3,36,Fred Wyant,QB,1956,0,0,0,1,10,1,2,17,0,0,,,,,,,,,West Virginia
1956,4,41,Fran Machinsky,T,,0,0,0,,,,,,,,,,,,,,,,Ohio St.
1956,5,59,Gary Lowe,DB,1964,0,0,4,35,97,0,1,0,0,1,,,,,,,20,,Michigan St.
1956,7,83,Donnie Caraway,B,,0,0,0,,,,,,,,,,,,,,,,Houston
1956,8,94,Dick James,HB,1965,0,1,7,33,117,1,7,15,0,1,502,1930,19,104,1669,15,12,,Oregon
1956,9,107,Francis (Whitey) Rouviere,B,,0,0,0,,,,,,,,,,,,,,,,Miami (FL)
1956,11,131,Tom Powell,G,,0,0,0,,,,,,,,,,,,,,,,Colgate
1956,12,141,Jerry Planutis,HB,1956,0,0,0,1,3,,,,,,2,6,0,1,5,0,,,Michigan St.
1956,12,142,Gil Moreno,T,,0,0,0,,,,,,,,,,,,,,,,UCLA
1956,13,155,Jerry Ward,G,,0,0,0,,,,,,,,,,,,,,,,Dayton
1956,14,166,Pat Uebel,B,,0,0,0,,,,,,,,,,,,,,,,Army
1956,16,190,Wells Gray,G,,0,0,0,,,,,,,,,,,,,,,,Wisconsin
1956,17,203,Eagle Day,QB,1960,0,0,1,1,16,15,32,194,0,2,6,28,0,,,,,,Mississippi
1956,18,214,Jim Pyburn,E,,0,0,0,,,,,,,,,,,,,,,,Auburn
1956,19,227,Ray Lemek,T,1965,0,1,8,40,117,,,,,,,,,,,,,,Notre Dame
1956,20,238,Vince Gonzales,B,,0,0,0,,,,,,,,,,,,,,,,LSU
1956,21,251,Howard Schnellenberger,E,,0,0,0,,,,,,,,,,,,,,,,Kentucky
1956,22,262,George Nicula,T,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
1956,23,275,Don St. John,B,,0,0,0,,,,,,,,,,,,,,,,
1956,24,286,Johnny Tatum,C,,0,0,0,,,,,,,,,,,,,,,,Texas
1956,25,299,Franklin Brooks,G,,0,0,0,,,,,,,,,,,,,,,,Georgia Tech
1956,26,310,Dave Burnham,B,,0,0,0,,,,,,,,,,,,,,,,Wheaton
1956,27,323,Royce Flippin,B,,0,0,0,,,,,,,,,,,,,,,,Princeton
1956,28,334,Billy Hicks,B,,0,0,0,,,,,,,,,,,,,,,,North Alabama
1956,29,347,Pat Bisceglia,G,,0,0,0,,,,,,,,,,,,,,,,Notre Dame
1956,30,357,Buck Nystrom,G,,0,0,0,,,,,,,,,,,,,,,,Michigan St.
